source_key,first_author_last,all_authors,year,doi,url,abstract,is_open_access,data_available,license,notes,citation_bibtex
Gu2023,Gu,"Gu, Yuhua and Song, Shuaijie and Zhu, Qingrui and Jiao, Ruilin and Lin, Xu'ai and Yang, Fan and van der Veen, Stijn",2023,10.1128/spectrum.02449-23,https://journals.asm.org/doi/10.1128/spectrum.02449-23,,1,0,CC-BY-4.0,"","@article{gu2023bacitracin, title={Bacitracin enhances ceftriaxone susceptibility of the high-level ceftriaxone-resistant gonococcal FC428 clone}, author={Gu, Yuhua and Song, Shuaijie and Zhu, Qingrui and Jiao, Ruilin and Lin, Xu'ai and Yang, Fan and van der Veen, Stijn}, journal={Microbiology Spectrum}, volume={11}, number={6}, pages={e02449--23}, year={2023}, publisher={American Society for Microbiology 1752 N St., NW, Washington, DC}}"
Hauser2015,Hauser,"Hauser, Christoph and Hirzberger, Lea and Unemo, Magnus and Furrer, Hansjakob and Endimiani, Andrea",2015,10.1128/aac.04536-14,https://journals.asm.org/doi/10.1128/aac.04536-14,,0,0,"Copyright (c) 2015, American Society for Microbiology. All Rights Reserved.","","@article{hauser2015vitro, title={In vitro activity of fosfomycin alone and in combination with ceftriaxone or azithromycin against clinical Neisseria gonorrhoeae isolates}, author={Hauser, Christoph and Hirzberger, Lea and Unemo, Magnus and Furrer, Hansjakob and Endimiani, Andrea}, journal={Antimicrobial agents and chemotherapy}, volume={59}, number={3}, pages={1605--1611}, year={2015}, publisher={American Society for Microbiology 1752 N St., NW, Washington, DC}}"
Gubensek2022,Gubensek,"Guben{\v{s}}ek, Ur{\v{s}}a and de Laat, Myrthe and Foerster, Sunniva and Boyd, Anders and van Dam, Alje Pieter",2022,10.3390/antibiotics11030299,https://www.mdpi.com/2079-6382/11/3/299,,1,1,CC-BY-4.0,"","@article{gubenvsek2022pharmacodynamics, title={Pharmacodynamics of ceftriaxone, ertapenem, fosfomycin and gentamicin in Neisseria gonorrhoeae}, author={Guben{\v{s}}ek, Ur{\v{s}}a and de Laat, Myrthe and Foerster, Sunniva and Boyd, Anders and van Dam, Alje Pieter}, journal={Antibiotics}, volume={11}, number={3}, pages={299}, year={2022}, publisher={MDPI}}"
Chisholm2010,Chisholm,"Chisholm, Stephanie A and Mouton, Johan W and Lewis, David A and Nichols, Tom and Ison, Catherine A and Livermore, David M",2010,10.1093/jac/dkq289,https://academic.oup.com/jac/article-abstract/65/10/2141/706206?redirectedFrom=fulltext,,0,0,"(c) The Author 2010. Published by Oxford University Press on behalf of the British Society for Antimicrobial Chemotherapy. All rights reserved.","","@article{chisholm2010cephalosporin, title={Cephalosporin MIC creep among gonococci: time for a pharmacodynamic rethink?}, author={Chisholm, Stephanie A and Mouton, Johan W and Lewis, David A and Nichols, Tom and Ison, Catherine A and Livermore, David M}, journal={Journal of antimicrobial chemotherapy}, volume={65}, number={10}, pages={2141--2148}, year={2010}, publisher={Oxford University Press}}"
Foerster2015,Foerster,"Foerster, Sunniva and Golparian, Daniel and Jacobsson, Susanne and Hathaway, Lucy J and Low, Nicola and Shafer, William M and Althaus, Christian L and Unemo, Magnus",2015,10.3389/fmicb.2015.01377,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2015.01377/full,,1,1,CC-BY-4.0,"","@article{foerster2015genetic, title={Genetic resistance determinants, in vitro time-kill curve analysis and pharmacodynamic functions for the novel topoisomerase II inhibitor ETX0914 (AZD0914) in Neisseria gonorrhoeae}, author={Foerster, Sunniva and Golparian, Daniel and Jacobsson, Susanne and Hathaway, Lucy J and Low, Nicola and Shafer, William M and Althaus, Christian L and Unemo, Magnus}, journal={Frontiers in microbiology}, volume={6}, pages={1377}, year={2015}, publisher={Frontiers Media SA}}"
Foerster2016,Foerster,"Foerster, Sunniva and Unemo, Magnus and Hathaway, Lucy J and Low, Nicola and Althaus, Christian L",2016,10.1186/s12866-016-0838-9,https://link.springer.com/article/10.1186/s12866-016-0838-9,,1,1,CC-BY-4.0,"","@article{foerster2016time, title={Time-kill curve analysis and pharmacodynamic modelling for in vitro evaluation of antimicrobials against Neisseria gonorrhoeae}, author={Foerster, Sunniva and Unemo, Magnus and Hathaway, Lucy J and Low, Nicola and Althaus, Christian L}, journal={BMC microbiology}, volume={16}, number={1}, pages={216}, year={2016}, publisher={Springer}}"
Unemo2024,Unemo,"Unemo, Magnus and Golparian, Daniel and Oxelbark, Joakim and Kong, Fabian YS and Brown, David and Louie, Arnold and Drusano, George and Jacobsson, Susanne",2024,"10.1093/jac/dkae063 ",https://academic.oup.com/jac/article/79/5/1006/7630705,,0,1,"(c) The Author(s) 2024. Published by Oxford University Press on behalf of British Society for Antimicrobial Chemotherapy. All rights reserved.","Free but not open access.","@article{unemo2024pharmacodynamic, title={Pharmacodynamic evaluation of ceftriaxone single-dose therapy (0.125--1 g) to eradicate ceftriaxone-susceptible and ceftriaxone-resistant Neisseria gonorrhoeae strains in a hollow fibre infection model for gonorrhoea}, author={Unemo, Magnus and Golparian, Daniel and Oxelbark, Joakim and Kong, Fabian YS and Brown, David and Louie, Arnold and Drusano, George and Jacobsson, Susanne}, journal={Journal of Antimicrobial Chemotherapy}, volume={79}, number={5}, pages={1006--1013}, year={2024}, publisher={Oxford University Press UK}}"
